image_id,track_id,role,team,jersey,x_bottom_middle,y_bottom_middle
2032000001,1,player,right,10,-34.69257731655225,20.534607031652108
2032000002,1,player,right,10,-34.69314919690412,20.53505238205148
2032000003,1,player,right,10,-34.69426300807308,20.535955143607477
2032000004,1,player,right,10,-34.69586394258125,20.53733546774161
2032000005,1,player,right,10,-34.69788074735791,20.539215065607785
2032000006,1,player,right,10,-34.70023073740545,20.54161437956608
2032000007,1,player,right,10,-34.702838292258775,20.544536805362004
2032000008,1,player,right,10,-34.705643667763745,20.547962575314653
2032000009,1,player,right,10,-34.708617726332434,20.55183722864389
2032000010,1,player,right,10,-34.711771348525865,20.55606390612438
2032000011,1,player,right,10,-34.71515876227547,20.56050150454182
2032000012,1,player,right,10,-34.71887332098825,20.56496473302492
2032000013,1,player,right,10,-34.723039268788426,20.569228732899003
2032000014,1,player,right,10,-34.72778933294756,20.573046742390314
2032000015,1,player,right,10,-34.733239123214304,20.57616537923434
2032000016,1,player,right,10,-34.73946017155922,20.57834323318552
2032000017,1,player,right,10,-34.746457207737244,20.579370570584175
2032000018,1,player,right,10,-34.754148717748464,20.579082084810995
2032000019,1,player,right,10,-34.76236388352367,20.5773661897315
2032000020,1,player,right,10,-34.77084874505167,20.574164966120392
2032000021,1,player,right,10,-34.77928817166938,20.569468447664462
2032000022,1,player,right,10,-34.787340076592955,20.563301119203288
2032000023,1,player,right,10,-34.79467118549466,20.55570995088192
2032000024,1,player,right,10,-34.80101602972421,20.54672389950776
2032000025,1,player,right,10,-34.80616078478512,20.53639433644171
2032000026,1,player,right,10,-34.81000436469641,20.52474325792734
2032000027,1,player,right,10,-34.812553797776395,20.511769789008586
2032000028,1,player,right,10,-34.813917506008224,20.497447242314983
2032000029,1,player,right,10,-34.81429038047216,20.48172021458363
2032000030,1,player,right,10,-34.81392730212809,20.464497197885716
2032000031,1,player,right,10,-34.81312304311685,20.445637278640845
2032000032,1,player,right,10,-34.81219172170718,20.424930918064188
2032000033,1,player,right,10,-34.81145606597429,20.40207800164788
2032000034,1,player,right,10,-34.811249718028634,20.376663486227223
2032000035,1,player,right,10,-34.81192310238665,20.34813883969011
2032000036,1,player,right,10,-34.81385639915351,20.31581834633962
2032000037,1,player,right,10,-34.81746626572905,20.27889406034875
2032000038,1,player,right,10,-34.82320694414646,20.236480170869477
2032000039,1,player,right,10,-34.831546913947136,20.187680469013703
2032000040,1,player,right,10,-34.84292794685859,20.131685442485637
2032000041,1,player,right,10,-34.8577083111642,20.067884895647826
2032000042,1,player,right,10,-34.876083960493965,19.995984557153676
2032000043,1,player,right,10,-34.89801954982704,19.916102164263556
2032000044,1,player,right,10,-34.92315464671124,19.82886347093618
2032000045,1,player,right,10,-34.95082142699636,19.735371799713597
2032000046,1,player,right,10,-34.979993047918576,19.637220113887768
2032000047,1,player,right,10,-35.00934069173603,19.53638780267013
2032000048,1,player,right,10,-35.03732919340497,19.435083215263635
2032000049,1,player,right,10,-35.06228666622208,19.33562032840074
2032000050,1,player,right,10,-35.08256582924876,19.24022020628701
2032000051,1,player,right,10,-35.09664826913633,19.15086942282286
2032000052,1,player,right,10,-35.10324015573445,19.06921554414348
2032000053,1,player,right,10,-35.101333721658634,18.99649518969293
2032000054,1,player,right,10,-35.090219528807765,18.933582487131776
2032000055,1,player,right,10,-35.069475807076834,18.88098188766341
2032000056,1,player,right,10,-35.03891736674079,18.83892217852681
2032000057,1,player,right,10,-34.9985346456483,18.80744329091132
2032000058,1,player,right,10,-34.94848083121782,18.78637333588772
2032000059,1,player,right,10,-34.88900537358012,18.77542751257601
2032000060,1,player,right,10,-34.820481942892286,18.77412194604217
2032000061,1,player,right,10,-34.743438734846414,18.78171657917363
2032000062,1,player,right,10,-34.65859741978731,18.797135310464384
2032000063,1,player,right,10,-34.56692657985389,18.818893904769748
2032000064,1,player,right,10,-34.46965410856605,18.845052460862785
2032000065,1,player,right,10,-34.36825810445276,18.87325981580946
2032000066,1,player,right,10,-34.26440484569062,18.90085176870876
2032000067,1,player,right,10,-34.15984290553104,18.925030141228216
2032000068,1,player,right,10,-34.05626647016343,18.943088121200887
2032000069,1,player,right,10,-33.95517002467655,18.9526676710488
2032000070,1,player,right,10,-33.85771855959063,18.95199065077536
