image_id,track_id,role,team,jersey,x_bottom_middle,y_bottom_middle
2026000190,1,player,left,17,-35.50333899777573,23.687411435606588
2026000191,1,player,left,17,-35.25226832725518,23.62529409314315
2026000192,1,player,left,17,-35.00025964754138,23.55899258118605
2026000193,1,player,left,17,-34.74826387449579,23.48773188349216
2026000194,1,player,left,17,-34.49715736295822,23.410749240581637
2026000195,1,player,left,17,-34.247676741738786,23.327358902654463
2026000196,1,player,left,17,-34.000355906171066,23.23705087347992
2026000197,1,player,left,17,-33.7554832158967,23.139570815456263
2026000198,1,player,left,17,-33.513062688139854,23.03501158552512
2026000199,1,player,left,17,-33.27278866893038,22.92389348054655
2026000200,1,player,left,17,-33.034039825574865,22.80720962612133
2026000201,1,player,left,17,-32.795884487595984,22.68645173009622
2026000202,1,player,left,17,-32.55710348471188,22.56356600237412
2026000203,1,player,left,17,-32.31625213151499,22.44088816865123
2026000204,1,player,left,17,-32.07173869945949,22.320996618905102
2026000205,1,player,left,17,-31.8219396886236,22.2065047013764
2026000206,1,player,left,17,-31.56532170455956,22.099847760918628
2026000207,1,player,left,17,-31.30058004031188,22.003038929925896
2026000208,1,player,left,17,-31.026764186982795,21.917458205405573
2026000209,1,player,left,17,-30.74335735144566,21.84368757373268
2026000210,1,player,left,17,-30.45033799124812,21.78143160881885
2026000211,1,player,left,17,-30.14820642389325,21.7295227238124
2026000215,1,player,left,17,-28.871889415242425,21.579847031144908
2026000216,1,player,left,17,-28.543256934009037,21.543216092377072
2026000218,1,player,left,17,-27.884152152555814,21.454512705579987
2026000222,1,player,left,17,-26.57959098562022,21.193451411967228
2026000224,1,player,left,17,-25.93894317995046,21.032200198930024
2026000226,1,player,left,17,-25.306975252797628,20.87111776783309
2026000227,1,player,left,17,-24.99441797141281,20.79685885792289
2026000228,1,player,left,17,-24.68421854267639,20.730026477066858
2026000229,1,player,left,17,-24.37641869061252,20.67269935220372
2026000230,1,player,left,17,-24.071012281131456,20.62649323390312
2026000231,1,player,left,17,-23.767961378417183,20.592417727710952
2026000232,1,player,left,17,-23.46714422806052,20.570811931132354
2026000233,1,player,left,17,-23.16842235141414,20.561236957078638
2026000234,1,player,left,17,-22.871551623575268,20.562584187800887
2026000235,1,player,left,17,-22.576192751257803,20.5731355526439
2026000236,1,player,left,17,-22.28187227070889,20.590699353297143
2026000237,1,player,left,17,-21.987960443928287,20.61278539823237
2026000238,1,player,left,17,-21.69364466189447,20.6367416196975
2026000240,1,player,left,17,-21.09968818218433,20.68007251017696
2026000241,1,player,left,17,-20.79775708440853,20.69485208755659
2026000245,1,player,left,17,-19.534479674550845,20.671149117274112
2026000246,1,player,left,17,-19.202956025951877,20.64089496815228
2026000247,1,player,left,17,-18.86595717019305,20.60101712276896
2026000248,1,player,left,17,-18.524640169711752,20.552278161174016
2026000249,1,player,left,17,-18.18048165524815,20.495806206809046
2026000250,1,player,left,17,-17.83507826726791,20.43299231222601
2026000251,1,player,left,17,-17.490044564759035,20.36544288801684
2026000252,1,player,left,17,-17.146820486584208,20.29487468336332
2026000253,1,player,left,17,-16.806565772984378,20.22304557845399
2026000254,1,player,left,17,-16.47005800537231,20.15166203947339
2026000255,1,player,left,17,-16.1376525585934,20.08230213203594
2026000256,1,player,left,17,-15.809287258657156,20.01633427769675
2026000257,1,player,left,17,-15.484524648066625,19.954855528914123
2026000258,1,player,left,17,-15.162645322706648,19.89863798808092
2026000259,1,player,left,17,-14.842734454169578,19.848088363026704
2026000260,1,player,left,17,-14.523769381726368,19.80323803585221
2026000261,1,player,left,17,-14.20476369908204,19.76373160351354
2026000262,1,player,left,17,-13.884861056023611,19.728882989474037
2026000263,1,player,left,17,-13.563368165009456,19.69775227657805
2026000264,1,player,left,17,-13.239809733381708,19.66918967700689
2026000265,1,player,left,17,-12.913884153873038,19.642010730720838
2026000266,1,player,left,17,-12.585589002033856,19.615013769471386
2026000267,1,player,left,17,-12.255071394879687,19.58728995485284
2026000268,1,player,left,17,-11.922552862676692,19.55807869571272
2026000269,1,player,left,17,-11.588359241691036,19.526987160410705
2026000270,1,player,left,17,-11.252816687119612,19.49393910064906
2026000271,1,player,left,17,-10.916209786832349,19.459152043637253
2026000272,1,player,left,17,-10.578752182060366,19.42309873540126
2026000273,1,player,left,17,-10.2406038028021,19.38642929939945
2026000274,1,player,left,17,-9.901855316758404,19.34989140602092
2026000275,1,player,left,17,-9.562547243469671,19.31422842641367
2026000276,1,player,left,17,-9.22269750587031,19.280144643853163
2026000277,1,player,left,17,-8.882327336870773,19.248241422096747
2026000278,1,player,left,17,-8.541474156877683,19.219002038050903
2026000279,1,player,left,17,-8.200206652712303,19.192809445303624
2026000280,1,player,left,17,-7.85861845433988,19.169951255308355
2026000281,1,player,left,17,-7.516822634295215,19.150653522069508
2026000282,1,player,left,17,-7.1749271761201205,19.135123139957013
2026000283,1,player,left,17,-6.83301964115906,19.12355018654186
2026000284,1,player,left,17,-6.491129853812272,19.11614682553767
2026000285,1,player,left,17,-6.149231475899796,19.11313705647539
2026000286,1,player,left,17,-5.807226179454672,19.11476370983512
2026000287,1,player,left,17,-5.464961863213458,19.12128442094337
2026000288,1,player,left,17,-5.122239633464966,19.13291289466242
2026000289,1,player,left,17,-4.778836266263831,19.1498083057644
2026000290,1,player,left,17,-4.434545891595662,19.17202834915059
2026000291,1,player,left,17,-4.089194046079535,19.199499646772733
2026000292,1,player,left,17,-3.74267654640503,19.2319867480361
2026000293,1,player,left,17,-3.3949674413866933,19.26906253349689
2026000294,1,player,left,17,-3.0461154614991,19.310140708662065
2026000295,1,player,left,17,-2.696254672282712,19.35440559768608
2026000296,1,player,left,17,-2.3455775646106103,19.400843297782707
2026000297,1,player,left,17,-1.9943231113624849,19.448336731098728
2026000298,1,player,left,17,-1.6427243394155258,19.495606829242096
2026000299,1,player,left,17,-1.2910250979500453,19.54129999864052
2026000300,1,player,left,17,-0.9394393140461452,19.584066805869256
2026000301,1,player,left,17,-0.5880624159247968,19.622441479014924
2026000302,1,player,left,17,-0.2369490251598219,19.65515945587421
2026000303,1,player,left,17,0.113902670796237,19.681058116259763
2026000304,1,player,left,17,0.4646389736245592,19.69923031805979
2026000305,1,player,left,17,0.8154383806338131,19.709133930087827
2026000306,1,player,left,17,1.166589714711654,19.71065845671596
2026000307,1,player,left,17,1.5184358977888086,19.704196812698484
2026000308,1,player,left,17,1.8713666772418291,19.690673487015715
2026000309,1,player,left,17,2.225776988664726,19.67154624044088
2026000310,1,player,left,17,2.5820643347501413,19.64874463741217
2026000311,1,player,left,17,2.940520383157428,19.624559216587077
2026000312,1,player,left,17,3.3013296543154382,19.60153064727352
2026000313,1,player,left,17,3.664438461809411,19.582227952450708
2026000314,1,player,left,17,4.029649160350408,19.569158333830263
2026000315,1,player,left,17,4.3965097224918415,19.56443832514189
2026000316,1,player,left,17,4.764263152932927,19.57000731050904
2026000317,1,player,left,17,5.131959642805788,19.58736579866308
2026000318,1,player,left,17,5.498601396742712,19.617269524889423
2026000319,1,player,left,17,5.863199933209216,19.65990648872325
2026000320,1,player,left,17,6.224966720084116,19.71481923023398
2026000321,1,player,left,17,6.583434639647576,19.780660097573826
2026000322,1,player,left,17,6.938507316032866,19.855513246598424
2026000323,1,player,left,17,7.290592675512292,19.936707403282952
2026000325,1,player,left,17,7.989831537335539,20.10486553983035
2026000326,1,player,left,17,8.339879475860947,20.18443324238625
