image_id,track_id,role,team,jersey,x_bottom_middle,y_bottom_middle
2025000426,3,player,left,42,-33.725775001710204,14.49345995223625
2025000427,3,player,left,42,-33.644092649605135,14.647987717617609
2025000428,3,player,left,42,-33.567941370535614,14.791943137402775
2025000429,3,player,left,42,-33.49753718646018,14.924570042039171
2025000433,3,player,left,42,-33.25815587632154,15.354941268016084
2025000434,3,player,left,42,-33.20318065136631,15.445040867555356
2025000435,3,player,left,42,-33.148231153061154,15.531729283875356
2025000436,3,player,left,42,-33.09283505689864,15.616655689711989
2025000438,3,player,left,42,-32.98013981445967,15.786664610961934
2025000439,3,player,left,42,-32.92297965549995,15.873749107845132
2025000441,3,player,left,42,-32.80759845616456,16.05474740083987
2025000445,3,player,left,42,-32.5691130337441,16.44003040407591
2025000446,3,player,left,42,-32.505532216154705,16.537722534532126
2025000447,3,player,left,42,-32.43909819645066,16.63459444360425
2025000448,3,player,left,42,-32.36926153285573,16.729864240153905
2025000449,3,player,left,42,-32.295556653008305,16.822935655062636
2025000451,3,player,left,42,-32.135387899190825,17.000681750023194
2025000452,3,player,left,42,-32.04881976939062,17.08469302674274
2025000453,3,player,left,42,-31.95813424486436,17.16508976918331
2025000454,3,player,left,42,-31.8637113602792,17.241575629761698
2025000455,3,player,left,42,-31.76606021988308,17.31378811868075
2025000456,3,player,left,42,-31.665787989665272,17.381303606228343
2025000457,3,player,left,42,-31.56356501643112,17.44366665006292
2025000458,3,player,left,42,-31.46004945823509,17.500480054875215
2025000459,3,player,left,42,-31.35582432839404,17.55156383253484
2025000460,3,player,left,42,-31.251321897669463,17.597100173071503
2025000461,3,player,left,42,-31.14675918146183,17.63784301208492
2025000462,3,player,left,42,-31.042058137338262,17.675258588471863
2025000463,3,player,left,42,-30.93682028860468,17.71161832162598
2025000464,3,player,left,42,-30.83033823983973,17.749983898789843
2025000465,3,player,left,42,-30.72164143295247,17.79404639125338
2025000466,3,player,left,42,-30.60959592254113,17.84784370665689
2025000467,3,player,left,42,-30.493042210679015,17.91534641758718
2025000468,3,player,left,42,-30.37096043997481,18.000055714515966
2025000469,3,player,left,42,-30.242619219892283,18.10450654818012
2025000470,3,player,left,42,-30.107707620556813,18.229951777329426
2025000471,3,player,left,42,-29.966446064093883,18.376190496831228
2025000472,3,player,left,42,-29.819580025287145,18.541521180024247
2025000473,3,player,left,42,-29.66836656393284,18.722957006980906
2025000474,3,player,left,42,-29.51447004716519,18.9165651516412
2025000475,3,player,left,42,-29.359835501090668,19.117897987893866
2025000476,3,player,left,42,-29.20653932066366,19.322456049225448
2025000477,3,player,left,42,-29.05660885802624,19.526095248640324
2025000478,3,player,left,42,-28.911916074563177,19.72533433576681
2025000479,3,player,left,42,-28.774022243005884,19.917554167505017
2025000480,3,player,left,42,-28.644109926646077,20.101055514611147
2025000481,3,player,left,42,-28.5229323188641,20.275008592177485
2025000482,3,player,left,42,-28.41078143452225,20.43932643395744
2025000483,3,player,left,42,-28.307509082289634,20.594497113628577
2025000484,3,player,left,42,-28.212573261125705,20.74138496948709
2025000485,3,player,left,42,-28.125090593398323,20.881055224481933
2025000486,3,player,left,42,-28.04394326368088,21.014588263713517
2025000487,3,player,left,42,-27.967855992876675,21.14294266696931
2025000488,3,player,left,42,-27.89547465008925,21.266852204294228
2025000489,3,player,left,42,-27.82545425308356,21.38673334084438
2025000490,3,player,left,42,-27.756549648758188,21.50263090779392
2025000491,3,player,left,42,-27.68763027686076,21.614229587516768
2025000492,3,player,left,42,-27.61772140526813,21.72087066652224
2025000493,3,player,left,42,-27.546009653371748,21.821624828148188
2025000494,3,player,left,42,-27.47180151302987,21.915461512899064
2025000495,3,player,left,42,-27.39459396290791,22.00114940618162
2025000496,3,player,left,42,-27.31397731063297,22.07758701482649
2025000497,3,player,left,42,-27.22956486740479,22.144043833658973
2025000498,3,player,left,42,-27.141093544777824,22.199980901938492
2025000499,3,player,left,42,-27.04837391772614,22.245238917355675
2025000500,3,player,left,42,-26.95130166142795,22.280056442806345
2025000501,3,player,left,42,-26.849881543858174,22.30503902793163
2025000502,3,player,left,42,-26.744259456269894,22.321081294283555
2025000503,3,player,left,42,-26.63477867032276,22.329206174466343
2025000504,3,player,left,42,-26.521897266818584,22.330635060554187
2025000505,3,player,left,42,-26.40633520484632,22.3264108426792
2025000506,3,player,left,42,-26.288971307135224,22.317447946778383
2025000507,3,player,left,42,-26.17084422346409,22.3044197398316
2025000508,3,player,left,42,-26.053087807093892,22.287710079370537
2025000509,3,player,left,42,-25.93686216122228,22.267443541443058
2025000510,3,player,left,42,-25.82328018718954,22.24350994362446
2025000511,3,player,left,42,-25.71333269635145,22.21563800624069
2025000512,3,player,left,42,-25.60783508119679,22.18346991517018
2025000513,3,player,left,42,-25.507382636212512,22.14664831720609
2025000514,3,player,left,42,-25.412335178206696,22.10489310526456
2025000515,3,player,left,42,-25.322816602690555,22.058056647381186
2025000516,3,player,left,42,-25.23873381893141,22.006181846702106
2025000517,3,player,left,42,-25.159786819438487,21.94950145756814
2025000518,3,player,left,42,-25.085513471623774,21.88851113411878
2025000519,3,player,left,42,-25.01530249326442,21.823915735157644
2025000520,3,player,left,42,-24.94841286687228,21.756638197780944
2025000521,3,player,left,42,-24.88401489713096,21.68777493759625
2025000522,3,player,left,42,-24.82122514456966,21.61852022185088
2025000523,3,player,left,42,-24.759163120898403,21.550080101097343
2025000524,3,player,left,42,-24.697006584656613,21.483563757269295
2025000525,3,player,left,42,-24.63411469793696,21.41982181180164
2025000526,3,player,left,42,-24.569990389771917,21.35942145373095
2025000527,3,player,left,42,-24.504402091015784,21.30249604979613
2025000528,3,player,left,42,-24.437381155304347,21.24874542421547
2025000529,3,player,left,42,-24.369290735931077,21.19738604215892
2025000530,3,player,left,42,-24.300717486052847,21.147286845505043
2025000531,3,player,left,42,-24.23244023736973,21.097061494910527
2025000532,3,player,left,42,-24.165354022352005,21.045211450370253
2025000533,3,player,left,42,-24.10039817705701,20.99027089651971
2025000534,3,player,left,42,-24.038508296917826,20.930923527765767
2025000535,3,player,left,42,-23.98055497684389,20.866123452811674
2025000536,3,player,left,42,-23.927334538897007,20.79509112101056
2025000537,3,player,left,42,-23.87955927147404,20.71735266343421
2025000538,3,player,left,42,-23.83783147986481,20.63272740021999
2025000539,3,player,left,42,-23.80256298919461,20.54133316371876
2025000540,3,player,left,42,-23.773971713206667,20.443538070396784
2025000541,3,player,left,42,-23.75196672685053,20.33999003051225
2025000542,3,player,left,42,-23.73605906000365,20.23162526387592
2025000543,3,player,left,42,-23.725310824010176,20.11969556332556
2025000544,3,player,left,42,-23.71829348478189,20.00576855807951
2025000545,3,player,left,42,-23.71314536687902,19.89170435285657
2025000546,3,player,left,42,-23.70771350409615,19.77957046687849
2025000547,3,player,left,42,-23.69973116862557,19.671535395417862
2025000548,3,player,left,42,-23.687114283318863,19.56967275797734
2025000549,3,player,left,42,-23.668234073923507,19.475764773472417
2025000550,3,player,left,42,-23.642163548358823,19.39110100242937
2025000551,3,player,left,42,-23.60884666255368,19.31630972732773
2025000552,3,player,left,42,-23.56911541394185,19.25128297529426
2025000553,3,player,left,42,-23.524717326107115,19.19496066487889
2025000554,3,player,left,42,-23.477932517966543,19.145705585117213
2025000555,3,player,left,42,-23.43139370189236,19.10114843254097
2025000556,3,player,left,42,-23.38772598902482,19.058502112743877
2025000557,3,player,left,42,-23.34920199694106,19.01479181828036
2025000558,3,player,left,42,-23.31748517746763,18.96699578144677
2025000559,3,player,left,42,-23.29350679567191,18.91236195169324
2025000560,3,player,left,42,-23.27733191788871,18.848581570717204
2025000561,3,player,left,42,-23.26826532962485,18.77390403552387
2025000562,3,player,left,42,-23.26496353469252,18.687245173755187
2025000563,3,player,left,42,-23.265626638147307,18.58821337458167
2025000564,3,player,left,42,-23.26822818826544,18.477073409191192
2025000565,3,player,left,42,-23.27061366408125,18.354731110823668
2025000567,3,player,left,42,-23.26713394182888,18.08220005566424
2025000568,3,player,left,42,-23.25814253856731,17.935597119746827
2025000569,3,player,left,42,-23.24285736959082,17.784604805229048
2025000570,3,player,left,42,-23.22069782706438,17.63094388838713
2025000571,3,player,left,42,-23.19148628556124,17.47605500330772
2025000572,3,player,left,42,-23.15541642421344,17.320982188662445
2025000573,3,player,left,42,-23.11300704649908,17.166348866806977
2025000574,3,player,left,42,-23.065007275345465,17.012374340925316
2025000575,3,player,left,42,-23.012398300015853,16.858889883983906
2025000576,3,player,left,42,-22.956199822342207,16.705527715826705
2025000577,3,player,left,42,-22.897437674375265,16.551822137210756
2025000578,3,player,left,42,-22.83695766091631,16.397438400029305
2025000579,3,player,left,42,-22.775446939144352,16.242254326832462
2025000580,3,player,left,42,-22.713345458198912,16.086469279793754
2025000581,3,player,left,42,-22.650808025439183,15.930666054860282
2025000582,3,player,left,42,-22.587748580042643,15.775767134435403
2025000583,3,player,left,42,-22.523899187411025,15.622919945106254
2025000584,3,player,left,42,-22.458921171097277,15.473287587253866
2025000585,3,player,left,42,-22.392537935331813,15.3278973978549
2025000586,3,player,left,42,-22.324652394960648,15.187388594587397
2025000587,3,player,left,42,-22.255458262966314,15.051869945800084
2025000588,3,player,left,42,-22.1855190471688,14.920808541913042
2025000589,3,player,left,42,-22.115747048271484,14.793081697237692
2025000590,3,player,left,42,-22.04736777332516,14.667058345296804
2025000591,3,player,left,42,-21.98181309685589,14.540805122809578
2025000592,3,player,left,42,-21.920561778216506,14.412316985943228
2025000593,3,player,left,42,-21.86504819703138,14.279745258182103
2025000594,3,player,left,42,-21.81646711968137,14.141636471524478
2025000595,3,player,left,42,-21.77570136202148,13.99707134254982
2025000596,3,player,left,42,-21.74328302794108,13.845694244242752
2025000597,3,player,left,42,-21.71935705678364,13.687748742521016
2025000598,3,player,left,42,-21.70372772886398,13.523965037414296
2025000599,3,player,left,42,-21.69592517272831,13.355410858817642
2025000600,3,player,left,42,-21.69528825716692,13.183357113481136
2025000601,3,player,left,42,-21.701041821291888,13.00911468734968
2025000602,3,player,left,42,-21.712356910577768,12.833933475619965
2025000603,3,player,left,42,-21.728450970057448,12.658843779198666
2025000604,3,player,left,42,-21.74861733055809,12.484677235993216
2025000605,3,player,left,42,-21.772251972703764,12.311978490070036
2025000606,3,player,left,42,-21.798891103155043,12.141024856120966
2025000607,3,player,left,42,-21.8282101498666,11.971911225130096
2025000608,3,player,left,42,-21.86000112687184,11.804468997940612
2025000609,3,player,left,42,-21.89423233691286,11.638355981627702
2025000610,3,player,left,42,-21.93095536367385,11.473122962311002
2025000611,3,player,left,42,-21.970304023615498,11.308238389233011
2025000612,3,player,left,42,-22.01243335480102,11.143171308844972
2025000613,3,player,left,42,-22.05748834657975,10.977421913027944
2025000614,3,player,left,42,-22.10560813224318,10.810564745396658
2025000615,3,player,left,42,-22.15674448163036,10.642374005216007
2025000616,3,player,left,42,-22.210777908824117,10.472777238742353
2025000617,3,player,left,42,-22.267458673179057,10.301876570034327
2025000618,3,player,left,42,-22.32643645137252,10.129905996268938
2025000619,3,player,left,42,-22.387311526035766,9.957164668133618
2025000620,3,player,left,42,-22.44970265773574,9.783874096496458
2025000621,3,player,left,42,-22.5133185873794,9.610141545170231
2025000622,3,player,left,42,-22.57803831408808,9.435761258738689
2025000623,3,player,left,42,-22.643949329824377,9.260203208515362
2025000624,3,player,left,42,-22.711412213057493,9.08249412596374
2025000625,3,player,left,42,-22.781080424531154,8.90118076217025
2025000626,3,player,left,42,-22.853916055718816,8.714286009516286
2025000627,3,player,left,42,-22.93112886990805,8.519422164366508
2025000628,3,player,left,42,-23.01417194405041,8.313787811897463
2025000629,3,player,left,42,-23.104702794858724,8.094266724024898
2025000630,3,player,left,42,-23.204513573459817,7.857594481148713
2025000631,3,player,left,42,-23.31544797144484,7.600540899370823
