image_id,track_id,role,team,jersey,x_bottom_middle,y_bottom_middle
2031000001,2,player,left,34,-29.651989342713613,15.547354479223518
2031000002,2,player,left,34,-29.68271223475186,15.52427945502865
2031000003,2,player,left,34,-29.74252229539924,15.478970475615428
2031000004,2,player,left,34,-29.828278491261123,15.41314077872603
2031000005,2,player,left,34,-29.935541132082204,15.329344019005712
2031000006,2,player,left,34,-30.059000460396632,15.23073717537536
2031000007,2,player,left,34,-30.192671218017484,15.121197315876817
2031000008,2,player,left,34,-30.330516216819287,15.004842845965603
2031000009,2,player,left,34,-30.466736371795022,14.885915212690588
2031000010,2,player,left,34,-30.596189731992943,14.768485172841254
2031000011,2,player,left,34,-30.714711140807715,14.656056396127775
2031000012,2,player,left,34,-30.81932323541261,14.551276783805257
2031000013,2,player,left,34,-30.908349684461275,14.45580781315634
2031000014,2,player,left,34,-30.98141038232634,14.370144394766752
2031000015,2,player,left,34,-31.039290348392267,14.293669793155738
2031000016,2,player,left,34,-31.08371589698597,14.224819212014587
2031000017,2,player,left,34,-31.11716363133478,14.161237656513348
2031000018,2,player,left,34,-31.142411047778666,14.100215913875587
2031000019,2,player,left,34,-31.162267582959636,14.03899157315191
2031000020,2,player,left,34,-31.179272125550906,13.975087314669617
2031000021,2,player,left,34,-31.195330222116095,13.906734983794848
2031000022,2,player,left,34,-31.211751809587224,13.832835136657518
2031000023,2,player,left,34,-31.22903302050662,13.753257556686034
2031000024,2,player,left,34,-31.2469325475386,13.66875489950912
2031000025,2,player,left,34,-31.264752748589014,13.580688161969013
2031000026,2,player,left,34,-31.28143424559609,13.490879118631222
2031000027,2,player,left,34,-31.29587256880845,13.401325758934345
2031000028,2,player,left,34,-31.3071867318774,13.313829353807485
2031000029,2,player,left,34,-31.314797801087032,13.229882570770991
2031000030,2,player,left,34,-31.318744987391668,13.150278072210554
2031000031,2,player,left,34,-31.31960188433637,13.07509158897933
2031000032,2,player,left,34,-31.31834160158567,13.003841765965394
2031000033,2,player,left,34,-31.316408697559844,12.935348564172482
2031000034,2,player,left,34,-31.31540853293376,12.868086632295762
2031000035,2,player,left,34,-31.316971693493237,12.80035872123248
2031000036,2,player,left,34,-31.32259306878644,12.730520685848411
2031000037,2,player,left,34,-31.333495944728742,12.65719670432204
2031000038,2,player,left,34,-31.35054670345248,12.579413464669551
2031000039,2,player,left,34,-31.374221986517504,12.496708133888069
2031000040,2,player,left,34,-31.4046141810092,12.409154876732924
2031000041,2,player,left,34,-31.441490201616205,12.317296520656049
2031000042,2,player,left,34,-31.484380835473665,12.222039745776176
2031000043,2,player,left,34,-31.53264076484946,12.124614580315567
2031000044,2,player,left,34,-31.585620676079245,12.026232120896594
2031000045,2,player,left,34,-31.642726313055668,11.928161820695143
2031000046,2,player,left,34,-31.70341578109084,11.83163655206139
2031000047,2,player,left,34,-31.767417490760344,11.737570808925964
2031000048,2,player,left,34,-31.83452579259721,11.646814909354324
2031000049,2,player,left,34,-31.90472090117516,11.55998891634182
2031000050,2,player,left,34,-31.97805575670831,11.47757917114786
2031000051,2,player,left,34,-32.05455905000942,11.400032692857142
2031000052,2,player,left,34,-32.13416187377888,11.327798863934282
2031000053,2,player,left,34,-32.21654057275626,11.26139740452109
2031000054,2,player,left,34,-32.30120105152249,11.201328477043017
2031000055,2,player,left,34,-32.38730467587641,11.148275933051773
2031000056,2,player,left,34,-32.473744219945914,11.10296411939684
2031000057,2,player,left,34,-32.55917606034379,11.06614451285561
2031000058,2,player,left,34,-32.64210164288113,11.038533214566746
2031000059,2,player,left,34,-32.72093876335141,11.020764451313765
2031000060,2,player,left,34,-32.79414392946782,11.013339032313777
2031000061,2,player,left,34,-32.86039331729117,11.016478247825196
2031000062,2,player,left,34,-32.91853010635685,11.030159874162932
2031000063,2,player,left,34,-32.96774531533326,11.054083709026626
2031000064,2,player,left,34,-33.0075973949157,11.087655784190224
2031000065,2,player,left,34,-33.03803312993632,11.13000278369968
2031000066,2,player,left,34,-33.05930209137323,11.180056783499204
2031000067,2,player,left,34,-33.072045185328825,11.236493400514146
2031000068,2,player,left,34,-33.07714629120495,11.297865555979362
2031000069,2,player,left,34,-33.07569613281227,11.362613165350597
2031000070,2,player,left,34,-33.06892032119517,11.42913742959026
2031000071,2,player,left,34,-33.058110442586624,11.495753335699169
2031000072,2,player,left,34,-33.04454107814743,11.56084175864978
2031000073,2,player,left,34,-33.029433730474686,11.62282858704766
2031000074,2,player,left,34,-33.0139009905397,11.680240284446487
2031000075,2,player,left,34,-32.99891479524011,11.731798136344844
2031000076,2,player,left,34,-32.985287782817245,11.776366750303016
2031000077,2,player,left,34,-32.973675078275285,11.813028859746511
2031000078,2,player,left,34,-32.96457632831256,11.841083898154416
2031000079,2,player,left,34,-32.958317400022004,11.860051423217907
