image_id,track_id,role,team,jersey,x_bottom_middle,y_bottom_middle
2031000058,8,player,left,28,-33.81959455124902,-4.757444078312819
2031000059,8,player,left,28,-33.77171206973882,-4.86812431504585
2031000060,8,player,left,28,-33.72036575360778,-4.973453804418779
2031000061,8,player,left,28,-33.66588752216503,-5.073705103124047
2031000062,8,player,left,28,-33.60875132614236,-5.169660331430454
2031000063,8,player,left,28,-33.54955506242719,-5.262422704754414
2031000064,8,player,left,28,-33.48899076006865,-5.353387316122188
2031000065,8,player,left,28,-33.42781137559648,-5.4441393529066096
2031000066,8,player,left,28,-33.36675545440551,-5.536263020694712
2031000067,8,player,left,28,-33.30654399469873,-5.631184735716808
2031000068,8,player,left,28,-33.24779427073783,-5.730028043087614
2031000069,8,player,left,28,-33.19096677085906,-5.833483188585842
2031000070,8,player,left,28,-33.136342163773506,-5.941748586870281
2031000071,8,player,left,28,-33.083981053236684,-6.054475291061247
2031000072,8,player,left,28,-33.03372182450789,-6.170810296777511
2031000073,8,player,left,28,-32.98518969283945,-6.289452888669871
2031000074,8,player,left,28,-32.937830743078166,-6.4087761932470455
2031000075,8,player,left,28,-32.89094189239055,-6.526877895721262
2031000076,8,player,left,28,-32.84373111405816,-6.641803244597424
2031000077,8,player,left,28,-32.79537143677424,-6.751615543821915
2031000078,8,player,left,28,-32.745054860871505,-6.854521257054057
2031000079,8,player,left,28,-32.69203732511228,-6.949003336573346
2031000080,8,player,left,28,-32.63569987221395,-7.033918819549655
2031000081,8,player,left,28,-32.57557777679813,-7.108606904541689
2031000082,8,player,left,28,-32.511400788599644,-7.172966552235744
2031000083,8,player,left,28,-32.44311966177104,-7.22751379384756
2031000084,8,player,left,28,-32.37092579681125,-7.273404683122284
2031000085,8,player,left,28,-32.29525291923434,-7.312408616849659
2031000086,8,player,left,28,-32.216775165442,-7.346836947914669
2031000087,8,player,left,28,-32.13636920305148,-7.379402372514998
2031000088,8,player,left,28,-32.055068243471794,-7.413038424124426
2031000089,8,player,left,28,-31.97399857088383,-7.450701546058293
2031000090,8,player,left,28,-31.894302796765253,-7.495137912338933
2031000091,8,player,left,28,-31.817050130551376,-7.548678699421137
2031000092,8,player,left,28,-31.74317159400632,-7.613096435765905
2031000093,8,player,left,28,-31.67336079872469,-7.689427607416581
2031000094,8,player,left,28,-31.60808247860819,-7.778086480841894
2031000095,8,player,left,28,-31.547512933006185,-7.878787933389992
2031000096,8,player,left,28,-31.49157097386962,-7.990712188095042
2031000097,8,player,left,28,-31.439957916545065,-8.112664297719435
2031000098,8,player,left,28,-31.39220190455938,-8.243262271011385
2031000099,8,player,left,28,-31.347723010080603,-8.381116276256797
2031000100,8,player,left,28,-31.305936055952724,-8.525030412187803
2031000101,8,player,left,28,-31.26625080677005,-8.674047992522407
2031000102,8,player,left,28,-31.22814347253346,-8.827540861980605
2031000103,8,player,left,28,-31.191119634786588,-8.985189918770367
2031000104,8,player,left,28,-31.154741634044264,-9.14692506304054
2031000105,8,player,left,28,-31.11857834874056,-9.312785608302852
2031000106,8,player,left,28,-31.082204126278512,-9.48285472031862
2031000107,8,player,left,28,-31.04513672744561,-9.657080619243052
2031000108,8,player,left,28,-31.00686574740174,-9.835281046655624
2031000109,8,player,left,28,-30.966848064699324,-10.017015988981475
2031000110,8,player,left,28,-30.9245555947918,-10.201637255446702
2031000111,8,player,left,28,-30.879480009587063,-10.388261306853504
2031000112,8,player,left,28,-30.831206761681184,-10.575916691234584
2031000113,8,player,left,28,-30.77943391561372,-10.763533697657218
2031000114,8,player,left,28,-30.72397819727585,-10.949995049322458
2031000115,8,player,left,28,-30.66474590329756,-11.13417197118526
2031000116,8,player,left,28,-30.601731059532963,-11.314964534514482
2031000117,8,player,left,28,-30.53495524506037,-11.491277315901854
2031000118,8,player,left,28,-30.464436192262237,-11.662034242714991
2031000119,8,player,left,28,-30.39014529284277,-11.826185141524595
2031000120,8,player,left,28,-30.31201077188117,-11.982765167233678
2031000121,8,player,left,28,-30.2299437809025,-12.130964322048635
