image_id,track_id,role,team,jersey,x_bottom_middle,y_bottom_middle
2026000188,18,player,right,17,-16.40133989785842,25.28749562441948
2026000189,18,player,right,17,-16.389120269341856,25.29462464189824
2026000190,18,player,right,17,-16.36566794474393,25.308354700990577
2026000191,18,player,right,17,-16.33284643462594,25.327670404714983
2026000192,18,player,right,17,-16.293216090847416,25.351136761598404
2026000193,18,player,right,17,-16.249759854388664,25.376963220004058
2026000194,18,player,right,17,-16.205610118161996,25.403128241456532
2026000195,18,player,right,17,-16.163541889311578,25.427602522068447
2026000196,18,player,right,17,-16.12593303635835,25.44839438739031
2026000197,18,player,right,17,-16.094253236872564,25.46378018534515
2026000198,18,player,right,17,-16.06897264417958,25.47246381606777
2026000199,18,player,right,17,-16.049306726082815,25.47375337022801
2026000200,18,player,right,17,-16.03345641629587,25.46761889719891
2026000201,18,player,right,17,-16.01851634338161,25.45485892737762
2026000202,18,player,right,17,-16.000787946697,25.437000786697705
2026000203,18,player,right,17,-15.97605156455818,25.41628418841028
2026000204,18,player,right,17,-15.93988586164168,25.39548218638141
2026000205,18,player,right,17,-15.888000856927874,25.37767217403918
2026000206,18,player,right,17,-15.816552124935573,25.36595989026321
2026000207,18,player,right,17,-15.722365055582864,25.363150634243876
2026000208,18,player,right,17,-15.60317018953584,25.371498390934264
2026000209,18,player,right,17,-15.45761726993014,25.3924727129282
2026000210,18,player,right,17,-15.285318727434689,25.426636698812537
2026000211,18,player,right,17,-15.086834275376694,25.47357081241714
2026000212,18,player,right,17,-14.863492713929686,25.532022235550063
2026000213,18,player,right,17,-14.617194969842023,25.60005006321869
2026000214,18,player,right,17,-14.350267192418936,25.675219973497438
2026000215,18,player,right,17,-14.065294561635076,25.754941383831017
2026000216,18,player,right,17,-13.765084347475396,25.836615860307152
2026000217,18,player,right,17,-13.452388562747949,25.91803787685748
2026000218,18,player,right,17,-13.129853546720918,25.99724194488731
2026000219,18,player,right,17,-12.800191292047597,26.0728263654675
2026000220,18,player,right,17,-12.466046917897993,26.1438405973726
2026000221,18,player,right,17,-12.130129638764156,26.209847880762577
2026000222,18,player,right,17,-11.795233951001068,26.27087046182657
2026000223,18,player,right,17,-11.464286393768967,26.327375650093305
2026000224,18,player,right,17,-11.140297661907304,26.380214633986203
