image_id,track_id,jersey_number,x,y,team
2026000188,29.0,17,-17.386219691049433,24.776828363860968,right
2026000189,29.0,17,-15.97030917585006,25.69360374284838,right
2026000190,29.0,17,-15.4461366425696,26.3151479902709,right
2026000191,29.0,17,-16.193028786192908,25.74787606718178,right
2026000192,29.0,17,-16.858194969005133,25.519760573299138,right
2026000198,29.0,17,-15.362019355246389,26.296343630596034,right
2026000199,29.0,17,-15.475316423505468,25.99910774053865,right
2026000200,29.0,17,-14.605746138964308,27.091185947668887,right
2026000193,29.0,17,-16.84649211926368,25.529837669119367,right
2026000194,29.0,17,-17.210758192846946,25.35761731174787,right
2026000195,29.0,17,-16.579186286954535,25.61215147770932,right
2026000196,29.0,17,-16.531056848493954,25.751189188028302,right
2026000197,29.0,17,-15.258498186978365,27.06820246783602,right
2026000201,29.0,17,-14.549659026881155,27.112087654580364,right
2026000202,29.0,17,-15.702945047290136,25.92633892826501,right
2026000203,29.0,17,-14.586075395270711,26.914092864490744,right
2026000204,29.0,17,-15.174443949551463,26.04336142274696,right
2026000205,29.0,17,-13.998119242460143,27.60960242251385,right
2026000206,29.0,17,-14.633950280792968,26.65173091342985,right
2026000207,29.0,17,-13.755291758415314,27.649928653089745,right
2026000208,29.0,17,-13.55734509263604,27.74823701500545,right
2026000209,29.0,17,-14.16563192552041,26.677943430408867,right
2026000210,29.0,17,-13.462639820552658,27.52712002437269,right
2026000211,29.0,17,-12.42235899158476,28.93114745989485,right
2026000212,29.0,17,-13.184519075181496,27.232466397728533,right
2026000213,29.0,17,-13.644846669393289,26.63374946513441,right
2026000214,29.0,17,-12.0242217244697,28.308918401811955,right
2026000215,29.0,17,-13.81733761842905,26.378772403703923,right
2026000216,29.0,17,-12.174257210613808,28.1218855810606,right
2026000217,29.0,17,-12.363219238017868,27.424558643515777,right
2026000218,29.0,17,-11.580973714437944,28.2958493527347,right
2026000219,29.0,17,-12.1985846548348,27.227795508192298,right
2026000220,29.0,17,-11.919970632038796,26.70994326389474,right
2026000221,29.0,17,-10.753203422434144,28.49651573996753,right
2026000222,29.0,17,-10.73243169013706,28.25516369611369,right
2026000223,29.0,17,-9.966763976424277,28.697484890970905,right
2026000224,29.0,17,-8.777043903457384,30.32707959644748,right
2026000225,29.0,17,-10.30307102794613,27.8022936662744,right
2026000226,29.0,17,-10.350483153742974,27.48637083711309,right
2026000227,29.0,17,-9.216005828498776,28.83060191282205,right
2026000228,29.0,17,-10.274661715506117,27.738173729748024,right
2026000229,29.0,17,-8.780499100117389,29.05723359294824,right
2026000230,29.0,17,-9.331396722459075,27.85822497584312,right
2026000231,29.0,17,-8.587072854279366,28.835811683899763,right
2026000232,29.0,17,-8.693487815746643,27.94962727701317,right
2026000236,29.0,17,-5.229671355786085,30.844455887752176,right
2026000237,29.0,17,-6.093350020871774,29.52882130420227,right
2026000238,29.0,17,-3.240680430985353,33.041177442764806,right
2026000239,29.0,17,-6.079414134638648,28.928197500258644,right
2026000240,29.0,17,-2.316625475440004,32.88287711169691,right
